"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","COLUMN_DEFAULT","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CHARACTER_OCTET_LENGTH","NUMERIC_PRECISION","NUMERIC_PRECISION_RADIX","NUMERIC_SCALE","DATETIME_PRECISION","INTERVAL_TYPE","INTERVAL_PRECISION","CHARACTER_SET_CATALOG","CHARACTER_SET_SCHEMA","CHARACTER_SET_NAME","COLLATION_CATALOG","COLLATION_SCHEMA","COLLATION_NAME","DOMAIN_CATALOG","DOMAIN_SCHEMA","DOMAIN_NAME","UDT_CATALOG","UDT_SCHEMA","UDT_NAME","SCOPE_CATALOG","SCOPE_SCHEMA","SCOPE_NAME","MAXIMUM_CARDINALITY","DTD_IDENTIFIER","IS_SELF_REFERENCING","IS_IDENTITY","IDENTITY_GENERATION","IDENTITY_START","IDENTITY_INCREMENT","IDENTITY_MAXIMUM","IDENTITY_MINIMUM","IDENTITY_CYCLE","COMMENT"
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","NUMERIC_SCALE","12","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","PROCEDURE_LANGUAGE","13","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","PROCEDURE_DEFINITION","14","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","CREATED","15","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","LAST_ALTERED","16","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CLASS_INSTANCE_PROCEDURES","COMMENT","17","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","DATABASE_NAME","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","SCHEMA_NAME","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","MODEL_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","MODEL_VERSION_NAME","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","VERSION_ALIASES","5","","YES","ARRAY","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","COMMENT","6","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","OWNER","7","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","CREATED","8","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","LAST_ALTERED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","FUNCTIONS","10","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","MODEL_TYPE","11","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","PYTHON_VERSION","12","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","LANGUAGE","13","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","DEPENDENCIES","14","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","METADATA","15","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","MODEL_VERSIONS","USERDATA","16","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INFORMATION_SCHEMA_CATALOG_NAME","CATALOG_NAME","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","SCHEMA_NAME","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","FILE_NAME","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","TABLE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","LAST_LOAD_TIME","4","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","STATUS","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","ROW_COUNT","6","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","ROW_PARSED","7","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","FIRST_ERROR_MESSAGE","8","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","FIRST_ERROR_LINE_NUMBER","9","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","FIRST_ERROR_CHARACTER_POSITION","10","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","FIRST_ERROR_COL_NAME","11","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","ERROR_COUNT","12","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","LOAD_HISTORY","ERROR_LIMIT","13","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_CATALOG","1","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_SCHEMA","2","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_NAME","3","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","ID","4","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","CLONE_GROUP_ID","5","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","IS_TRANSIENT","6","","YES","TEXT","3","12","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","ACTIVE_BYTES","7","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TIME_TRAVEL_BYTES","8","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","FAILSAFE_BYTES","9","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","RETAINED_FOR_CLONE_BYTES","10","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_CREATED","11","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_DROPPED","12","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","TABLE_ENTERED_FAILSAFE","13","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","CATALOG_CREATED","14","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","CATALOG_DROPPED","15","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","SCHEMA_CREATED","16","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","SCHEMA_DROPPED","17","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","TABLE_STORAGE_METRICS","COMMENT","18","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","PIPE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","PIPE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","PIPE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","PIPE_OWNER","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","DEFINITION","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","IS_AUTOINGEST_ENABLED","6","","YES","TEXT","3","12","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","NOTIFICATION_CHANNEL_NAME","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","CREATED","8","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","LAST_ALTERED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","COMMENT","10","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PIPES","PATTERN","11","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","TABLE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","TABLE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","TABLE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","TABLE_OWNER","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","CREATED","5","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","LAST_ALTERED","6","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","LAST_DDL","7","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","LAST_DDL_BY","8","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","COMMENT","9","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","LOCATION","10","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","FILE_FORMAT_NAME","11","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EXTERNAL_TABLES","FILE_FORMAT_TYPE","12","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","TABLE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","TABLE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","TABLE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","TABLE_OWNER","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","CREATED","5","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","LAST_ALTERED","6","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","EVENT_TABLES","COMMENT","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PACKAGES","PACKAGE_NAME","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PACKAGES","VERSION","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PACKAGES","LANGUAGE","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","PACKAGES","RUNTIME_VERSION","4","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","NAME","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","LANGUAGE","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","ALLOWLIST","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","BLOCKLIST","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","ADDITIONAL_CREATION_BLOCKLIST","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","CURRENT_PACKAGES_POLICY","COMMENT","6","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_OWNER","4","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_ROOT_LOCATION","5","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_MAIN_FILE","6","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_QUERY_WAREHOUSE","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_URL_ID","8","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","CREATED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","LAST_ALTERED","10","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","COMMENT","11","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","STREAMLITS","STREAMLIT_TITLE","12","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","OWNER","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","ROW_COUNT","5","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","BYTES","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","RETENTION_TIME","7","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","CREATED","8","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","LAST_ALTERED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","HYBRID_TABLES","COMMENT","10","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","TABLE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","TABLE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","TABLE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","NAME","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","OWNER","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","IS_UNIQUE","6","","YES","TEXT","3","12","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","CONSTRAINT_NAME","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","STATUS","8","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEXES","CREATED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","TABLE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","TABLE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","TABLE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","INDEX_NAME","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","NAME","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","KEY_SEQUENCE","6","","NO","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","INDEX_OWNER","7","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","IS_UNIQUE","8","","YES","TEXT","3","12","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","CONSTRAINT_NAME","9","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","STATUS","10","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","INDEX_COLUMNS","CREATED","11","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","SERVICE_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","SERVICE_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
