"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","COLUMN_DEFAULT","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CHARACTER_OCTET_LENGTH","NUMERIC_PRECISION","NUMERIC_PRECISION_RADIX","NUMERIC_SCALE","DATETIME_PRECISION","INTERVAL_TYPE","INTERVAL_PRECISION","CHARACTER_SET_CATALOG","CHARACTER_SET_SCHEMA","CHARACTER_SET_NAME","COLLATION_CATALOG","COLLATION_SCHEMA","COLLATION_NAME","DOMAIN_CATALOG","DOMAIN_SCHEMA","DOMAIN_NAME","UDT_CATALOG","UDT_SCHEMA","UDT_NAME","SCOPE_CATALOG","SCOPE_SCHEMA","SCOPE_NAME","MAXIMUM_CARDINALITY","DTD_IDENTIFIER","IS_SELF_REFERENCING","IS_IDENTITY","IDENTITY_GENERATION","IDENTITY_START","IDENTITY_INCREMENT","IDENTITY_MAXIMUM","IDENTITY_MINIMUM","IDENTITY_CYCLE","COMMENT"
"EDW","INFORMATION_SCHEMA","SERVICES","SERVICE_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","SERVICE_OWNER","4","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","SERVICE_OWNER_ROLE_TYPE","5","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","COMPUTE_POOL_NAME","6","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","DNS_NAME","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","MIN_INSTANCES","8","","NO","NUMBER","","","","10","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","MAX_INSTANCES","9","","NO","NUMBER","","","","10","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","AUTO_RESUME","10","","NO","BOOLEAN","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","COMMENT","11","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","QUERY_WAREHOUSE","12","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","CREATED","13","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","LAST_ALTERED","14","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","LAST_RESUMED","15","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","SERVICES","IS_JOB","16","","YES","BOOLEAN","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","GIT_REPOSITORY_CATALOG","1","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","GIT_REPOSITORY_SCHEMA","2","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","GIT_REPOSITORY_NAME","3","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","GIT_REPOSITORY_OWNER","4","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","ORIGIN","5","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","API_INTEGRATION","6","","NO","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","GIT_CREDENTIALS","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","COMMENT","8","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","CREATED","9","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","INFORMATION_SCHEMA","GIT_REPOSITORIES","LAST_ALTERED","10","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS","DT_MODEL_LOAD","5","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","GEN_PHASE","DATASETS_0","COD_TYPE","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_SEGMENTS_TMP","COD_DATASET_NAME","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS","TARGET_FINAL_COD_NAME","7","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_TMP","COD_SETCONNECTION","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","DTD_IDENTIFIER","33","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS","COD_TYPE","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","COMMENT","42","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS","DT_MODEL_LOAD","10","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENT_CONNECTIONS","DT_LOAD","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IS_NULLABLE","7","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IS_IDENTITY","35","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","INTERVAL_TYPE","15","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","GEN_PHASE","DATASETS_0","COD_MODEL","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_TMP","COD_DATASET_FIELD","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS","COD_DATASET","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_TMP","COD_TYPE_LOAD_SOURCE","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS","COD_ENVIRONMENT","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS","COD_PATH_2","7","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IDENTITY_GENERATION","36","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","CHARACTER_SET_NAME","19","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","IS_IDENTITY","35","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS","COD_TYPE_LOAD_SOURCE","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENT_CONNECTIONS","ID_MODEL_RUN","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_TYPE_PHASE","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL","COD_MODEL","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS","COD_DATASET","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","INTERVAL_TYPE","15","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","COLLATION_SCHEMA","21","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS","COD_DATASET_FIELD","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS_TMP","TARGET_COD_DATASET","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_AREA_PHASE","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","SCOPE_CATALOG","29","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_TMP","COD_TYPE","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IS_SELF_REFERENCING","34","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","SETCONNECTION_CONNECTIONS","DT_LOAD","6","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IDENTITY_CYCLE","41","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","SETCONNECTION_CONNECTIONS","DT_MODEL_LOAD","5","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","DTD_IDENTIFIER","33","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","CHARACTER_MAXIMUM_LENGTH","9","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","DES_CONNECTION","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_SEGMENTS_TMP","COD_DATASET","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","SETCONNECTION_CONNECTIONS_TMP","COD_SETCONNECTION","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","DT_LOAD","45","CURRENT_TIMESTAMP()","YES","TIMESTAMP_NTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS_TMP","COD_RELATIONSHIP_NAME","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS","DT_LOAD","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS","COD_DATASET_ORIGIN","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","SETCONNECTION_CONNECTIONS","COD_SETCONNECTION","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","COLLATION_NAME","22","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","CHARACTER_MAXIMUM_LENGTH","9","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS","WAREHOUSE_NAME","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","COLLATION_NAME","22","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS","DES_CONNECTION","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_TMP","DESC","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","ID_MODEL_RUN","43","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS_TMP","COD_ENVIRONMENT","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","COLLATION_CATALOG","20","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENT_CONNECTIONS","COD_ENVIRONMENT","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL_LOAD_RUNS","COD_RUN","1","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS","DESC","8","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS_TMP","REFERENCE_COD_NAME","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS","DT_LOAD","11","","YES","TIMESTAMP_LTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","MAXIMUM_CARDINALITY","32","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL_LOAD_RUNS","DES_RUNS","5","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","INTERVAL_PRECISION","16","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","IDENTITY_GENERATION","36","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","NUMERIC_SCALE","13","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENT_CONNECTIONS_TMP","COD_CONNECTION","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","NUMERIC_PRECISION_RADIX","12","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IDENTITY_MAXIMUM","39","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","DOMAIN_SCHEMA","24","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","MAXIMUM_CARDINALITY","32","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL_LOAD_RUNS","COD_TYPE_RUN","4","","YES","TEXT","6","24","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS_TMP","TARGET_COD_NAME","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","UDT_CATALOG","26","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","GEN_PHASE","DATASETS_0","DT_LOAD","10","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS","COD_PATH_0","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_PATH_1","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS","ID_ORDER","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_PATH_0","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENT_CONNECTIONS_TMP","DESC_ENVIRONMENT_CONNECTION","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_PATH_3","8","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","CONNECTIONS_TMP","COD_PATH_2","7","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS","DT_MODEL_LOAD","9","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","DATETIME_PRECISION","14","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL_TMP","COD_PROJECT","3","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","IDENTITY_INCREMENT","38","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS","DESC","7","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","DT_MODEL_LOAD","44","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_SEGMENTS","DESC","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","SCOPE_NAME","31","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","IDENTITY_START","37","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","GEN_PHASE","DATASETS_0","COD_TYPE_LOAD_SOURCE","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","TABLE_SCHEMA","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","TABLE_CATALOG","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","COLUMN_NAME","4","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","TABLE_CATALOG","1","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL","DT_LOAD","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_SEGMENTS","DT_MODEL_LOAD","7","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_SEGMENTS","ID","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","DOMAIN_CATALOG","23","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL_LOAD_RUNS","DT_MODEL_LOAD","3","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","ORDINAL_POSITION","5","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","COLUMN_DEFAULT","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","UDT_NAME","28","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","ENVIRONMENTS_TMP","DESC_ENVIRONMENT","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","MODEL","DESC_MODEL","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS","DT_MODEL_LOAD","8","","YES","TEXT","16777216","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","DOMAIN_CATALOG","23","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS","NUMERIC_PRECISION_RADIX","12","","YES","NUMBER","","","9","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_TMP","COD_DATASET","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS_TMP","DESC","8","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","RELATIONSHIPS","TARGET_COD_NAME","6","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","GEN_PHASE","DATASETS_0","COD_DATASET","2","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"EDW","RAW_DATA","DATASETS_FIELDS_COLUMNS_TMP","UDT_SCHEMA","27","","YES","TEXT","10485760","16777216","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
