"COD_RELATIONSHIP","COD_RELATIONSHIP_NAME","REFERENCE_COD_DATASET","TARGET_COD_DATASET","DESC"
"DS_CUSTOMER_NATION","CUSTOMER_NATION","DS_CUSTOMER","DS_NATION","Relación de CUD_NATION con CUSTOMER"
